item_no,sector,Academic_Year,AY_Start,AY_End,Region,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11 ABM,Grade 11 HUMSS,Grade 11 STEM,Grade 11 GAS,Grade 11 MARITIME,Grade 11 TVL,Grade 11 SPORTS,Grade 11 A&D,Grade 12 ABM,Grade 12 HUMSS,Grade 12 STEM,Grade 12 GAS,Grade 12 MARITIME,Grade 12 TVL,Grade 12 SPORTS,Grade 12 A&D
537,SUC-LUC,SY 2019-2020,2019,2020,Region IX - Zamboanga Peninsula,0,0,1,54,44,7,1,637,645,597,500,143,340,399,148,0,400,0,0,241,388,414,200,31,720,0,0
538,SUC-LUC,SY 2019-2020,2019,2020,Region X - Northern Mindanao,38,68,74,69,86,81,77,1239,1212,1148,1127,287,626,988,265,0,268,0,0,306,376,815,266,0,318,0,0
539,SUC-LUC,SY 2019-2020,2019,2020,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,0,58,34,0,66,0,8,0,0,33,33,0,40,0,31,0,0
540,SUC-LUC,SY 2019-2020,2019,2020,Region XII - Soccsksargen,23,28,27,18,28,26,44,488,402,504,449,101,307,546,74,0,40,0,0,83,267,484,90,0,34,0,0
541,SUC-LUC,SY 2019-2020,2019,2020,CARAGA - CARAGA,19,40,37,30,35,38,38,72,79,126,128,0,0,206,0,0,66,0,0,0,0,174,0,0,82,0,0
542,SUC-LUC,SY 2019-2020,2019,2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,79,261,307,259,334,362,321,6289,5724,5083,4474,331,433,1328,739,0,426,30,0,275,365,807,495,0,423,29,0
543,SUC-LUC,SY 2019-2020,2019,2020,CAR - Cordillera Administrative Region,189,48,65,90,91,77,83,357,371,463,450,76,308,274,105,0,550,0,0,86,391,330,46,0,521,0,0
544,SUC-LUC,SY 2019-2020,2019,2020,NCR - National Capital Region,31,33,31,33,37,32,33,283,289,310,287,2276,1947,2825,175,0,1625,43,317,2288,1689,2432,282,0,2412,56,292
545,SUC-LUC,SY 2020-2021,2020,2021,Region I - Ilocos Region,215,230,271,268,215,272,291,530,582,457,544,87,257,431,0,0,229,0,0,148,312,462,31,0,389,0,22
546,SUC-LUC,SY 2020-2021,2020,2021,Region II - Cagayan Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,18,0,0,0,0,285,0,0,51,0,0
547,SUC-LUC,SY 2020-2021,2020,2021,Region III - Central Luzon,4,0,0,0,0,0,0,711,821,699,642,617,609,881,237,0,410,0,0,704,766,1047,274,0,848,0,0
548,SUC-LUC,SY 2020-2021,2020,2021,Region IV-A - CALABARZON,93,166,207,234,231,260,279,705,722,772,947,686,655,1651,37,0,413,0,0,617,790,1595,47,0,399,0,0
549,SUC-LUC,SY 2020-2021,2020,2021,Region IV-B - MIMAROPA,53,124,120,128,116,135,124,434,457,474,433,262,147,445,77,0,136,0,0,486,429,591,117,0,289,0,0
550,SUC-LUC,SY 2020-2021,2020,2021,Region V - Bicol Region,0,52,70,60,34,64,99,290,335,296,291,110,203,220,91,0,171,0,0,107,222,320,128,0,259,0,0
551,SUC-LUC,SY 2020-2021,2020,2021,Region VI - Western Visayas,48,98,107,101,102,121,111,538,525,621,641,110,86,205,0,0,15,0,0,141,111,207,0,0,65,0,0
552,SUC-LUC,SY 2020-2021,2020,2021,Region VII - Central Visayas,0,0,0,2,0,0,0,117,107,131,184,73,95,101,72,40,79,0,0,73,109,72,64,47,98,0,0
553,SUC-LUC,SY 2020-2021,2020,2021,Region VIII - Eastern Visayas,40,90,86,94,92,88,91,693,691,719,758,170,292,576,70,0,66,0,0,165,229,556,55,0,49,0,0
554,SUC-LUC,SY 2020-2021,2020,2021,Region IX - Zamboanga Peninsula,0,0,0,0,0,0,0,550,610,544,588,35,281,173,0,0,165,0,0,137,421,391,35,0,325,0,0
555,SUC-LUC,SY 2020-2021,2020,2021,Region X - Northern Mindanao,40,46,72,78,73,86,85,1249,1254,1225,1188,299,711,1201,205,0,252,0,0,278,587,985,196,0,250,0,0
556,SUC-LUC,SY 2020-2021,2020,2021,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,27,0,59,0,6,0,0
557,SUC-LUC,SY 2020-2021,2020,2021,Region XII - Soccsksargen,9,24,31,29,20,31,26,557,514,511,603,58,149,600,0,0,33,0,0,93,262,546,60,0,42,0,0
558,SUC-LUC,SY 2020-2021,2020,2021,CARAGA - CARAGA,19,34,39,39,27,34,34,104,89,83,127,0,0,217,0,0,47,0,0,0,0,203,0,0,52,0,0
559,SUC-LUC,SY 2020-2021,2020,2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,100,306,292,341,337,355,366,5565,5879,5319,4665,237,376,1126,1205,0,453,22,0,345,509,1293,690,0,470,28,0
560,SUC-LUC,SY 2020-2021,2020,2021,CAR - Cordillera Administrative Region,132,55,60,75,95,101,79,332,351,357,460,57,269,315,46,0,278,0,0,71,289,265,105,0,516,0,0
561,SUC-LUC,SY 2020-2021,2020,2021,NCR - National Capital Region,29,138,107,62,65,65,35,291,288,307,302,1362,1344,1870,46,0,901,31,152,2212,1837,2839,159,0,1597,41,216
