item_no,sector,Academic_Year,AY_Start,AY_End,Region,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11 ABM,Grade 11 HUMSS,Grade 11 STEM,Grade 11 GAS,Grade 11 MARITIME,Grade 11 TVL,Grade 11 SPORTS,Grade 11 A&D,Grade 12 ABM,Grade 12 HUMSS,Grade 12 STEM,Grade 12 GAS,Grade 12 MARITIME,Grade 12 TVL,Grade 12 SPORTS,Grade 12 A&D
260,Private,SY 2014-2015,2014,2015,Region IV-B - MIMAROPA,5825,2382,2374,2290,2212,2072,2240,7640,7789,7278,6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Private,SY 2014-2015,2014,2015,Region V - Bicol Region,15816,6460,6066,5899,5484,5033,5133,17144,16109,14552,14059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Private,SY 2014-2015,2014,2015,Region VI - Western Visayas,37462,10917,10941,11072,9784,9107,9352,19759,19598,18422,18368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Private,SY 2014-2015,2014,2015,Region VII - Central Visayas,26131,12809,12695,14039,12013,10951,11225,26592,26863,25480,25015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Private,SY 2014-2015,2014,2015,Region VIII - Eastern Visayas,7911,3185,2966,3181,3248,2605,2809,9198,8999,8486,8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Private,SY 2014-2015,2014,2015,Region IX - Zamboanga Peninsula,8927,2718,2676,2721,2477,2270,2283,6876,6884,6257,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Private,SY 2014-2015,2014,2015,Region X - Northern Mindanao,16537,7061,7293,6618,6642,5975,5947,17809,17554,16875,15652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Private,SY 2014-2015,2014,2015,Region XI - Davao Region,17115,9637,9120,9199,7749,7028,7140,14096,14214,13781,13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Private,SY 2014-2015,2014,2015,Region XII - Soccsksargen,18687,6821,6632,6279,5779,5195,5595,16319,15368,13918,13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Private,SY 2014-2015,2014,2015,CARAGA - CARAGA,7827,2245,2167,2258,2120,1687,2029,6733,6399,6040,5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Private,SY 2014-2015,2014,2015,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,4885,3319,3261,3197,2839,2857,3080,7556,7192,6846,5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Private,SY 2014-2015,2014,2015,CAR - Cordillera Administrative Region,6574,4339,4152,4050,4080,3853,3798,9203,8975,8320,8268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Private,SY 2014-2015,2014,2015,NCR - National Capital Region,72377,47649,47009,45555,43208,42242,45423,49107,50123,50596,58722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Private,SY 2015-2016,2015,2016,Region I - Ilocos Region,14409,8287,8154,7786,7849,7518,8276,17613,16968,16749,16344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Private,SY 2015-2016,2015,2016,Region II - Cagayan Valley,10844,4607,4387,4317,4136,3912,4433,11679,11530,11073,10479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Private,SY 2015-2016,2015,2016,Region III - Central Luzon,47274,28038,27462,26984,26699,25399,27116,44102,42142,41708,40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Private,SY 2015-2016,2015,2016,Region IV-A - CALABARZON,64486,42704,42487,42371,41639,39431,42196,60387,60872,60375,59602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Private,SY 2015-2016,2015,2016,Region IV-B - MIMAROPA,6423,2859,2767,2582,2601,2550,2744,8271,7783,7913,7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Private,SY 2015-2016,2015,2016,Region V - Bicol Region,16046,5921,5804,5654,5462,5239,5153,16744,15603,14480,13232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Private,SY 2015-2016,2015,2016,Region VI - Western Visayas,43146,10716,10633,10670,10856,9715,9482,19997,18981,18552,17479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Private,SY 2015-2016,2015,2016,Region VII - Central Visayas,26118,12879,12607,12510,13811,13651,11615,26987,26125,27892,24789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Private,SY 2015-2016,2015,2016,Region VIII - Eastern Visayas,7166,3042,3070,2868,3080,3214,2768,9227,8469,8125,7645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Private,SY 2015-2016,2015,2016,Region IX - Zamboanga Peninsula,9908,2935,2661,2645,2714,2475,2753,7635,7266,7049,6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Private,SY 2015-2016,2015,2016,Region X - Northern Mindanao,15264,6848,6517,6797,6199,6339,6648,17813,17150,16459,15964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Private,SY 2015-2016,2015,2016,Region XI - Davao Region,15781,9367,9026,9201,9098,7854,7994,14551,14498,13879,13446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Private,SY 2015-2016,2015,2016,Region XII - Soccsksargen,14990,6912,6530,6294,6092,5541,5631,15399,14984,14109,13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Private,SY 2015-2016,2015,2016,CARAGA - CARAGA,6401,2346,2196,2110,2150,2091,1679,7096,6392,6019,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Private,SY 2015-2016,2015,2016,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,3616,2090,1986,2024,1946,1779,1991,5810,5431,5285,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Private,SY 2015-2016,2015,2016,CAR - Cordillera Administrative Region,5240,3935,4077,3953,3839,3939,3995,9341,8716,8419,7978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Private,SY 2015-2016,2015,2016,NCR - National Capital Region,74900,48829,48984,47341,46880,44131,45577,51184,51600,52466,63119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Private,SY 2016-2017,2016,2017,Region I - Ilocos Region,7239,7899,8110,8010,7601,7761,7516,17809,17091,16366,15964,4863,1985,5974,5405,178,5853,0,7,0,0,0,0,0,0,0,0
291,Private,SY 2016-2017,2016,2017,Region II - Cagayan Valley,6115,4665,4535,4296,4211,4138,3932,11797,11033,10891,10280,3195,1830,4376,4086,188,2264,11,25,0,0,0,0,0,0,0,0
292,Private,SY 2016-2017,2016,2017,Region III - Central Luzon,26760,27338,28316,27973,27314,27039,26251,45821,44471,42313,41583,19805,7645,20348,9510,175,25717,56,145,0,0,0,0,0,0,0,0
293,Private,SY 2016-2017,2016,2017,Region IV-A - CALABARZON,42836,46042,46779,46082,45365,44546,42774,65610,62454,62286,61566,30637,12360,33594,14368,70,37285,163,546,0,0,0,0,0,0,0,0
294,Private,SY 2016-2017,2016,2017,Region IV-B - MIMAROPA,3747,2843,2868,2817,2598,2603,2480,8207,7911,7401,7532,1465,803,1528,3562,133,3132,1,0,0,0,0,0,0,0,0,0
295,Private,SY 2016-2017,2016,2017,Region V - Bicol Region,8336,6266,6020,6028,5785,5546,5335,16431,15617,14384,13420,4183,1376,3310,4477,132,8467,50,106,0,0,0,0,0,0,0,0
296,Private,SY 2016-2017,2016,2017,Region VI - Western Visayas,17608,10697,10704,10538,10537,10733,9725,20335,19674,18435,18112,5785,2781,8177,5618,1002,9228,4,204,0,0,0,0,0,0,0,0
297,Private,SY 2016-2017,2016,2017,Region VII - Central Visayas,14007,13704,13501,13146,12997,14073,12111,27991,26185,24829,24537,7932,3306,11092,10141,918,14064,56,268,0,0,0,0,0,0,0,0
298,Private,SY 2016-2017,2016,2017,Region VIII - Eastern Visayas,4092,3156,3080,3089,2909,3053,3178,9335,9096,8249,7856,2099,1801,2364,2355,0,4484,0,0,0,0,0,0,0,0,0,0
299,Private,SY 2016-2017,2016,2017,Region IX - Zamboanga Peninsula,4123,2743,2828,2565,2509,2620,2338,7670,7155,6674,6383,2514,1712,3918,2759,44,6691,1,14,0,0,0,0,0,0,0,0
300,Private,SY 2016-2017,2016,2017,Region X - Northern Mindanao,9248,7145,6841,6718,6836,6457,6588,18301,17491,16019,15247,4994,2810,5339,4799,0,6333,5,70,0,0,0,0,0,0,0,0
301,Private,SY 2016-2017,2016,2017,Region XI - Davao Region,9352,9364,9422,8910,9097,9004,7759,15785,14800,14535,13898,5348,4104,6289,4541,36,12361,0,49,0,0,0,0,0,0,0,0
302,Private,SY 2016-2017,2016,2017,Region XII - Soccsksargen,8346,6648,6734,6314,6107,5910,5479,15213,14468,13576,12963,3958,3814,4815,2757,0,6609,26,15,0,0,0,0,0,0,0,0
303,Private,SY 2016-2017,2016,2017,CARAGA - CARAGA,3678,2475,2380,2208,2093,2143,2095,7428,6470,5934,5463,2231,1722,1983,2249,0,4640,2,32,0,0,0,0,0,0,0,0
304,Private,SY 2016-2017,2016,2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,2409,3704,3354,3284,3168,2980,2776,8352,7299,7100,6741,979,1084,973,2384,0,1617,0,0,0,0,0,0,0,0,0,0
305,Private,SY 2016-2017,2016,2017,CAR - Cordillera Administrative Region,3715,3861,3805,3974,3782,3734,3814,9622,8671,8060,7886,2018,2255,4349,1532,0,3021,20,72,0,0,0,0,0,0,0,0
306,Private,SY 2016-2017,2016,2017,NCR - National Capital Region,45386,45714,45582,45492,44028,42446,40497,49459,47836,47006,47464,40096,15333,37826,15416,80,41874,561,1513,0,0,0,0,0,0,0,0
307,Private,SY 2017-2018,2017,2018,Region I - Ilocos Region,8362,7134,7734,7980,7798,7493,7680,17785,17287,16483,15837,4561,2770,5812,4590,321,5285,0,16,4342,1862,5613,4667,197,5169,0,8
308,Private,SY 2017-2018,2017,2018,Region II - Cagayan Valley,6072,4445,4552,4355,4231,4139,4119,11673,11381,10557,10382,3050,2839,3668,3641,193,2257,9,36,2650,1740,3565,3321,165,1988,8,1
309,Private,SY 2017-2018,2017,2018,Region III - Central Luzon,28227,25543,27433,27972,27391,26771,26850,46419,44790,43565,41867,19256,11449,18320,12423,570,28119,19,187,17536,6860,18066,8425,180,22194,31,127
310,Private,SY 2017-2018,2017,2018,Region IV-A - CALABARZON,49181,43662,46611,47367,46558,45526,45674,69307,66035,62814,62440,30846,18782,31230,15339,211,37185,114,552,27936,11862,30493,12411,70,32202,130,530
311,Private,SY 2017-2018,2017,2018,Region IV-B - MIMAROPA,3960,2679,2804,2861,2759,2541,2583,8583,7879,7582,7167,1591,1351,1593,3341,346,3763,3,0,1287,652,1313,2851,129,2740,0,0
312,Private,SY 2017-2018,2017,2018,Region V - Bicol Region,8890,6015,6150,5874,5832,5743,5477,17541,15812,15010,14039,4123,1892,3624,5569,229,8402,37,55,3698,1274,3169,4038,134,7199,44,99
313,Private,SY 2017-2018,2017,2018,Region VI - Western Visayas,19085,9753,10487,10635,10283,10368,10602,21922,19778,19235,17817,6071,4043,9031,5171,2037,8203,12,249,5303,2524,7652,4697,1388,7544,4,188
314,Private,SY 2017-2018,2017,2018,Region VII - Central Visayas,16556,13245,13669,13290,12871,12816,13958,29349,27035,25751,24406,7681,5312,12967,9903,1711,13383,2,258,6713,3111,9894,8849,481,12248,3,179
315,Private,SY 2017-2018,2017,2018,Region VIII - Eastern Visayas,4730,2899,3064,3029,3015,2829,3055,10152,9152,8726,7892,2034,2092,2771,2286,0,4067,0,0,1975,1524,2249,2054,0,3922,0,0
316,Private,SY 2017-2018,2017,2018,Region IX - Zamboanga Peninsula,4788,2808,2782,2891,2639,2618,2776,8164,7326,6736,6470,1941,2536,3299,3235,13,6140,0,10,2041,1581,2836,2385,33,5293,0,21
317,Private,SY 2017-2018,2017,2018,Region X - Northern Mindanao,9893,6713,6841,6765,6590,6685,6412,19502,17163,16098,14716,4543,3609,4640,5064,450,6932,7,47,4428,2550,4329,4095,282,5152,0,66
318,Private,SY 2017-2018,2017,2018,Region XI - Davao Region,11394,7980,8984,9066,8598,8718,8836,16138,15510,14538,14017,5515,5663,5367,4860,132,11167,0,65,4321,3337,4523,3990,102,9575,0,47
319,Private,SY 2017-2018,2017,2018,Region XII - Soccsksargen,10101,5976,6470,6713,6233,6147,5927,15901,14338,13787,13039,3690,5441,4559,3116,0,6122,16,7,3525,3200,4403,2341,0,4805,19,14
320,Private,SY 2017-2018,2017,2018,CARAGA - CARAGA,4482,2247,2302,2346,2151,2038,2100,7824,7056,6196,5588,1933,2212,1486,2464,23,4103,3,18,2035,1469,1842,1700,0,3807,0,32
321,Private,SY 2017-2018,2017,2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,3606,3399,3048,2845,2703,2495,2324,7308,6656,5700,5514,449,1272,866,2240,0,1352,0,0,482,823,646,1818,0,1249,0,0
322,Private,SY 2017-2018,2017,2018,CAR - Cordillera Administrative Region,4537,3334,3652,3677,3809,3650,3671,9370,8875,8140,7767,2429,3450,4292,1189,0,2909,16,51,1898,2151,4091,1233,0,2611,15,64
323,Private,SY 2017-2018,2017,2018,NCR - National Capital Region,49954,44468,48089,47403,46727,45149,44316,51619,50788,49257,48579,40074,20340,35517,16477,301,40299,339,1510,31299,11664,29053,12596,68,35555,328,1050
324,Private,SY 2018-2019,2018,2019,Region I - Ilocos Region,11044,8688,7373,7618,7754,7658,7500,17806,17395,16857,16151,4121,4183,6640,3854,304,4967,0,7,4246,2640,5520,4196,202,4564,0,13
325,Private,SY 2018-2019,2018,2019,Region II - Cagayan Valley,7698,5052,4403,4516,4398,4241,4142,12251,11232,10919,10135,3071,3811,4850,2576,210,1582,14,19,2919,2926,4083,3216,174,1922,9,32
326,Private,SY 2018-2019,2018,2019,Region III - Central Luzon,34618,29996,26190,27443,27930,27487,26999,48815,45576,43882,42690,19810,16284,20188,11963,366,25266,113,261,18085,10909,17863,11362,458,24824,13,220
327,Private,SY 2018-2019,2018,2019,Region IV-A - CALABARZON,58594,51339,43701,45837,46662,46053,45384,72663,68580,64629,61726,31140,26106,33577,12487,345,36785,165,620,28552,18048,29388,12698,149,32486,137,533
328,Private,SY 2018-2019,2018,2019,Region IV-B - MIMAROPA,4882,3077,2641,2669,2662,2673,2521,8568,8227,7349,7016,1650,1853,1971,2384,519,3144,0,0,1488,1220,1752,3138,336,3323,0,0
329,Private,SY 2018-2019,2018,2019,Region V - Bicol Region,11191,7331,6190,6257,5951,5957,5812,18833,17258,15477,14460,3929,2796,4306,6020,306,7169,59,67,3835,1948,3639,5143,225,7473,28,79
330,Private,SY 2018-2019,2018,2019,Region VI - Western Visayas,21600,11488,9857,10389,10513,10232,10293,23522,21586,19285,18608,5956,5543,9379,3946,2686,7914,6,283,5862,3924,8418,3940,2347,7216,14,245
331,Private,SY 2018-2019,2018,2019,Region VII - Central Visayas,20170,15286,13295,13473,13386,13094,13166,33238,29783,27101,25989,8521,8469,14613,8021,1512,13069,0,338,7270,5260,12334,8443,771,12468,2,213
332,Private,SY 2018-2019,2018,2019,Region VIII - Eastern Visayas,5363,3538,2858,2979,3046,3028,2840,9891,9819,8690,8384,2172,3059,2919,2040,0,3852,0,0,1903,2038,2658,1992,0,3730,0,0
333,Private,SY 2018-2019,2018,2019,Region IX - Zamboanga Peninsula,6108,3214,2893,2809,2953,2725,2681,8867,8206,7472,6913,1891,4009,3449,2818,12,4757,0,2,1848,2378,3263,2816,0,5360,0,8
334,Private,SY 2018-2019,2018,2019,Region X - Northern Mindanao,11910,7921,6687,6768,6740,6597,6742,20108,18756,16242,15095,4726,5034,5626,4625,581,6413,1,52,4174,3470,4298,4285,484,6050,14,41
335,Private,SY 2018-2019,2018,2019,Region XI - Davao Region,13262,9715,8034,8841,8947,8471,8729,17791,15956,15436,14328,5312,7111,6826,3766,224,10450,0,69,5019,5568,6108,3881,125,9917,0,54
336,Private,SY 2018-2019,2018,2019,Region XII - Soccsksargen,11417,7095,6010,6300,6604,6172,6102,16825,15404,13703,13266,3098,7671,4559,2228,29,6326,43,9,3487,5133,4408,2709,0,5268,14,7
337,Private,SY 2018-2019,2018,2019,CARAGA - CARAGA,5426,2813,2359,2369,2332,2209,2099,7953,7523,6705,5890,1944,2962,1800,1877,148,3481,0,18,1791,2149,1449,2147,29,3442,0,20
338,Private,SY 2018-2019,2018,2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,7236,5324,4497,4151,3698,3601,3225,9770,7871,7111,6216,716,2350,1615,2862,0,1502,0,0,557,1485,1020,2313,0,1320,0,0
339,Private,SY 2018-2019,2018,2019,CAR - Cordillera Administrative Region,5488,3907,3303,3572,3637,3779,3567,9877,9051,8158,7602,1943,4613,4543,773,0,2596,37,48,2204,3160,4127,1013,0,2441,16,51
340,Private,SY 2018-2019,2018,2019,NCR - National Capital Region,60259,50891,46438,48024,47717,47197,46534,55405,52206,50857,50863,40773,28439,37590,14620,511,39061,500,1849,35507,17306,31396,14008,257,34898,224,1328
341,Private,SY 2019-2020,2019,2020,Region I - Ilocos Region,8469,9162,8464,7152,7321,7611,7671,16773,17403,16881,16435,3660,5290,7004,3470,209,4184,0,13,3857,3981,6360,3504,270,4344,0,8
342,Private,SY 2019-2020,2019,2020,Region II - Cagayan Valley,5718,5614,4971,4323,4427,4341,4246,11691,11786,10946,10574,2445,4548,5088,2177,106,1342,8,26,2766,3427,4720,2393,180,1334,8,20
343,Private,SY 2019-2020,2019,2020,Region III - Central Luzon,27474,31548,29166,25530,26852,27356,27547,47196,47252,44517,42897,18572,21230,22134,9544,278,21433,34,290,18119,14809,19303,10392,317,21678,109,258
344,Private,SY 2019-2020,2019,2020,Region IV-A - CALABARZON,47458,52861,50657,43209,45014,45803,46080,70294,71510,67017,63336,28307,34040,36630,9747,285,31911,162,555,28673,24010,32462,10812,321,31379,147,581
345,Private,SY 2019-2020,2019,2020,Region IV-B - MIMAROPA,4312,3454,3071,2630,2746,2761,2733,8022,8251,8027,7289,1517,2526,2070,2243,333,2408,0,0,1507,1734,1925,2186,454,2744,2,0
346,Private,SY 2019-2020,2019,2020,Region V - Bicol Region,9543,7726,7158,6038,6071,5920,5973,17604,18132,16673,14803,3489,4101,5151,6337,214,6770,44,89,3646,2667,4178,5494,298,6406,53,62
347,Private,SY 2019-2020,2019,2020,Region VI - Western Visayas,18895,11795,11352,9488,10121,10340,10224,22443,22999,21043,18833,5457,7214,10492,3950,1941,6951,3,174,5459,5134,8961,3578,2345,6840,3,263
348,Private,SY 2019-2020,2019,2020,Region VII - Central Visayas,17851,15900,14883,13008,13255,13209,12898,29116,31850,28597,26024,7814,10713,15365,7322,1196,11269,0,300,7806,8039,13933,7178,1100,11120,0,319
349,Private,SY 2019-2020,2019,2020,Region VIII - Eastern Visayas,4268,3769,3447,2786,2909,2995,3060,8713,9364,9259,8138,2153,3544,3082,1749,0,3210,0,0,2149,2832,2783,1868,0,3392,0,0
350,Private,SY 2019-2020,2019,2020,Region IX - Zamboanga Peninsula,5507,3524,3155,2873,2827,2928,2749,8199,8741,8039,7304,1602,4724,4300,2343,115,4400,0,4,1897,3551,3740,2498,15,4057,0,3
351,Private,SY 2019-2020,2019,2020,Region X - Northern Mindanao,10104,8369,7517,6450,6484,6600,6532,19280,19160,17846,15130,4047,5639,6015,4727,395,5645,0,47,4344,4640,5205,4054,502,5710,0,54
352,Private,SY 2019-2020,2019,2020,Region XI - Davao Region,11878,10607,9363,7701,8450,8605,8280,16636,17706,15702,14801,4993,9261,7661,3236,168,10540,0,55,4933,6500,6810,3094,203,9341,0,57
353,Private,SY 2019-2020,2019,2020,Region XII - Soccsksargen,10339,8481,7407,6174,6574,6793,6350,16549,16265,14897,13263,2974,9823,5516,1490,27,5149,54,4,2937,7009,4449,1620,26,5175,9,9
354,Private,SY 2019-2020,2019,2020,CARAGA - CARAGA,4759,3210,2690,2259,2247,2266,2182,7778,7586,7226,6435,1593,3496,2051,1734,147,3144,0,15,1731,2696,1748,1645,127,2979,0,16
355,Private,SY 2019-2020,2019,2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,8790,6180,5394,4840,4336,3853,3771,10117,9545,7787,7174,711,3257,1665,2690,0,1541,0,0,684,2287,1542,2665,0,1321,0,0
356,Private,SY 2019-2020,2019,2020,CAR - Cordillera Administrative Region,4417,4485,3704,3177,3432,3538,3678,9425,9015,8436,7823,1463,4834,4813,810,0,2187,36,34,1854,4179,4301,865,0,2260,22,45
357,Private,SY 2019-2020,2019,2020,NCR - National Capital Region,51029,51124,49845,44734,46305,45881,46201,53904,54293,51294,50244,35106,34185,38817,12234,401,34141,383,1668,34662,24229,33774,11728,435,32890,279,1453
358,Private,SY 2020-2021,2020,2021,Region I - Ilocos Region,4928,4576,5959,5772,4858,5378,6514,13614,15086,15691,15489,2729,4354,6418,2938,60,2401,0,0,3366,4833,6744,3006,182,3738,0,11
359,Private,SY 2020-2021,2020,2021,Region II - Cagayan Valley,4119,2913,3874,3590,3247,3473,3854,10324,10729,10874,10294,1855,3824,4579,1948,39,673,1,17,2341,4287,4916,1786,94,1095,6,22
360,Private,SY 2020-2021,2020,2021,Region III - Central Luzon,11770,12691,16945,16740,16007,17835,21239,34967,39483,39637,38867,14672,17704,21516,7594,144,13916,20,204,16799,19377,20587,7690,237,17615,28,269
361,Private,SY 2020-2021,2020,2021,Region IV-A - CALABARZON,21640,22367,29137,29477,26484,29004,34223,48530,57174,57746,55807,22468,28129,35219,6974,198,22442,86,463,24827,28497,33189,7875,264,26707,140,510
362,Private,SY 2020-2021,2020,2021,Region IV-B - MIMAROPA,2735,1929,2455,2220,1977,2194,2427,7244,7357,7538,7428,1591,3359,2310,1618,168,1515,1,0,1359,2320,2070,1867,292,1962,1,0
363,Private,SY 2020-2021,2020,2021,Region V - Bicol Region,4843,4237,4959,4941,4205,4417,4891,14215,15729,15944,14859,2810,3732,4651,6228,84,4547,9,62,3286,3809,4933,5775,194,5890,38,76
364,Private,SY 2020-2021,2020,2021,Region VI - Western Visayas,10570,6063,7505,7730,6666,7237,8546,17866,20277,20934,19379,3864,6572,9037,2836,790,4763,0,120,5018,6480,9606,3393,1712,5947,2,150
365,Private,SY 2020-2021,2020,2021,Region VII - Central Visayas,8982,8060,9512,9363,8465,8990,10371,20991,25275,27804,25427,5870,8893,14202,5573,480,6904,0,197,6966,9682,14264,6007,933,9473,0,247
366,Private,SY 2020-2021,2020,2021,Region VIII - Eastern Visayas,2832,1980,2458,2371,1932,2176,2517,7523,7899,8500,8559,1456,3259,3247,1527,0,2178,0,0,2010,3308,2944,1566,0,2872,0,0
367,Private,SY 2020-2021,2020,2021,Region IX - Zamboanga Peninsula,3378,2242,2547,2381,2229,2281,2621,6630,7283,7757,7237,1405,4570,4070,1709,0,3160,0,16,1430,4122,3968,1884,0,3407,0,5
368,Private,SY 2020-2021,2020,2021,Region X - Northern Mindanao,4937,4332,5104,4854,4389,4730,5499,15849,17314,17208,16076,3440,5713,5816,4445,72,4617,1,32,3818,5137,5614,3952,330,4894,1,45
369,Private,SY 2020-2021,2020,2021,Region XI - Davao Region,5427,5033,6179,5797,5076,5769,6694,11482,14018,14726,13502,3527,7207,6160,2661,62,5880,0,36,4303,8150,6155,2794,152,8187,0,82
370,Private,SY 2020-2021,2020,2021,Region XII - Soccsksargen,4996,3969,4837,4588,4036,4585,5429,12474,14103,14277,13276,2181,7475,4672,1354,16,3119,0,9,2762,8672,5143,1206,25,4168,39,4
371,Private,SY 2020-2021,2020,2021,CARAGA - CARAGA,2841,1642,2077,1873,1640,1760,1905,6708,6973,6918,6682,1063,3138,1890,1677,79,2615,0,3,1288,3124,1785,1333,132,2859,0,13
372,Private,SY 2020-2021,2020,2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,5782,5754,4777,4333,3958,3615,3407,9060,8702,8456,7193,704,3654,2099,3207,0,1426,0,0,550,2915,1588,2402,0,1347,0,0
373,Private,SY 2020-2021,2020,2021,CAR - Cordillera Administrative Region,2376,2427,3063,2654,2367,2609,2970,7722,8396,8344,8131,1218,4007,4324,730,0,1475,16,40,1377,4352,4533,702,0,1818,31,35
374,Private,SY 2020-2021,2020,2021,NCR - National Capital Region,23692,24756,30970,31612,29481,31965,35102,38128,43592,43054,42048,26336,27927,32696,8785,119,22033,235,1263,28379,27598,30288,10022,338,26969,403,1365
375,SUC-LUC,SY 2010-2011,2010,2011,Region I - Ilocos Region,464,321,309,292,266,266,247,637,603,553,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,SUC-LUC,SY 2010-2011,2010,2011,Region II - Cagayan Valley,0,0,0,0,0,0,0,613,521,379,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,SUC-LUC,SY 2010-2011,2010,2011,Region III - Central Luzon,0,0,0,0,0,0,0,2148,1976,1814,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,SUC-LUC,SY 2010-2011,2010,2011,Region IV-A - CALABARZON,606,390,394,392,373,327,288,1059,961,1008,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,SUC-LUC,SY 2010-2011,2010,2011,Region IV-B - MIMAROPA,67,171,170,188,178,190,212,783,713,782,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,SUC-LUC,SY 2010-2011,2010,2011,Region V - Bicol Region,160,205,229,218,227,240,202,751,741,719,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,SUC-LUC,SY 2010-2011,2010,2011,Region VI - Western Visayas,108,246,253,238,249,231,202,795,1173,1117,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,SUC-LUC,SY 2010-2011,2010,2011,Region VII - Central Visayas,512,57,45,83,43,43,35,518,496,476,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,SUC-LUC,SY 2010-2011,2010,2011,Region VIII - Eastern Visayas,33,88,81,81,84,80,80,802,769,775,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,SUC-LUC,SY 2010-2011,2010,2011,Region IX - Zamboanga Peninsula,56,145,151,157,148,172,164,944,844,764,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,SUC-LUC,SY 2010-2011,2010,2011,Region X - Northern Mindanao,57,67,78,68,75,69,76,794,772,889,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,SUC-LUC,SY 2010-2011,2010,2011,Region XI - Davao Region,0,0,0,0,0,0,0,302,262,259,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,SUC-LUC,SY 2010-2011,2010,2011,Region XII - Soccsksargen,89,88,69,63,59,57,54,480,498,438,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,SUC-LUC,SY 2010-2011,2010,2011,CARAGA - CARAGA,0,29,31,27,33,29,30,605,495,457,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,SUC-LUC,SY 2010-2011,2010,2011,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,478,262,207,165,155,130,124,457,649,534,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,SUC-LUC,SY 2010-2011,2010,2011,CAR - Cordillera Administrative Region,38,119,101,99,95,92,84,782,701,650,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
